,Unnamed: 0.1,Unnamed: 0,branch,product_details,amount,amount_mdl,maturity_months,ir,eir,grace_period,montly_payment,repayment_schedule,guarantees,amount_pledge,ages_of_borrower,social_status,background,urban/rural,type_client_new/repeated,date_disbursement,gender,economic_sector,oustanding_amount,client/credit_segment_retail_micro_sme,experience_in_business_years,other_debts_to_banks_non,annual_sales_volume_mdl,annual_profit_mdl,amount_of_loans_paid_monthly,debt_service_ratio_%,assets_according_to_bs_for,equity_according_to_bs_for,net_profit_acc_to_bs,days_in_arrears_acc_to,how_many_loans_acc_to,duration_of_credit_history_since,existence_of_debt_collection_files/criminal,assets_according_to_public_service,target,Currency,Interest Rate,Inflation Rate,Food Inflation,Consumer Price Index CPI,Balance of Trade,Wages,Unemployment Rate,Remittances,GDP Growth Rate,Current Account,GDP,Government Budget
250,250,250,drochia,rapid_loan_75_001_150000_mdl,100000,100000,17,20.0,36.3624,0.0,12413.48,fixed,guarantor,0.0,35,married,higher,rural,repeated,2021-07-06,male,agriculture,0,micro,2.0,405769.0,500004.0,344688,20415,71,,,,2,1.0,34,0,,1,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41
251,251,251,comrat,rapid_loan_<=75_000_mdl,15000,15000,12,25.0,41.3028,0.0,1492.81,fixed,guarantor,0.0,48,married,post_secondary,rural,new,2020-12-28,male,services,0,micro,,,,,,,,,,,,,,,1,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733,16.733
252,252,252,causeni,rapid_loan_<=75_000_mdl,30000,30000,24,20.0,34.6092,0.0,1688.16,floating,guarantor,0.0,51,married,school,rural,new,2023-11-06,female,agriculture,22520.92,micro,8.0,0.0,124200.0,43500,1688,47,,,,0,0.0,77,0,0.0,1,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74,18.74
253,253,253,chisinau_str._puskin,rapid_loan_<=75_000_mdl,40000,40000,12,25.0,37.4412,5.0,4151.12,fixed,guarantor,0.0,48,married,lyceum,rural,repeated,2018-11-29,male,agriculture,0,micro,,,,,,,,,,,,,,,1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1,29.1
254,254,254,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,75000,75000,24,20.0,33.5496,0.0,4249.02,fixed,guarantor,0.0,50,married,lyceum,rural,repeated,2020-12-18,male,agriculture,0,micro,,,,,,,,,,,,,,,1,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5,32.5
255,255,255,comrat,rapid_loan_<=75_000_mdl,50000,50000,18,27.0,39.3924,0.0,8304.43,floating,guarantor,0.0,25,single,post_secondary,rural,new,2023-06-22,male,agriculture,0,micro,,,,,,,,,,,,,,,1,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01,3501.01
256,256,256,comrat,rapid_loan_75_001_150000_mdl,80000,80000,36,25.0,37.8876,0.0,3619.55,floating,guarantor,0.0,64,married,school,rural,new,2023-05-10,male,commerce,58153.9,micro,,,,,,,,,,,,,,,1,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7,-356.7
257,257,257,balti,rapid_loan_75_001_150000_mdl,70000,70000,8,20.0,32.3316,5.0,27116.1,fixed,guarantor,0.0,32,married,higher,rural,new,2020-05-15,male,agriculture,0,micro,7.0,0.0,956200.0,202500,11812,69.9,,,,0,0.0,11,0,0.0,1,18.961,18.961,18.961,18.961,18.961,18.961,18.961,18.961,18.961,18.961,18.961,18.961,18.961
258,258,258,chisinau_parteneri,rapid_loan_75_001_150000_mdl,65000,65000,12,20.0,37.0044,0.0,6333.01,fixed,guarantor,0.0,36,married,school,rural,new,2021-07-27,male,agriculture,0,micro,,,,,,,,,,,,,,,1,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825
259,259,259,balti,rapid_loan_75_001_150000_mdl,75000,75000,24,20.0,34.0884,0.0,4200.55,fixed,guarantor,0.0,35,married,higher,urban,repeated,2020-10-23,male,services,0,micro,10.0,157035.0,314400.0,237735.96,4418,0.22,,,,0,2.0,79,1,0.0,1,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72
260,260,260,chisinau_str._puskin,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,39.5292,0.0,2912.37,fixed,guarantor,0.0,26,cohabitation,higher,urban,new,2020-06-16,male,services,0,micro,,,,,,,,,,,,,,,1,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655
261,261,261,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,18.0,31.8672,0.0,5488.74,floating,mixt,100000.0,33,married,lyceum,rural,new,2023-12-18,male,agriculture,77896.27,micro,5.0,138346.56,2025000.0,224000,13042,0.7,0.0,0.0,0.0,61,1.0,42,0,0.0,1,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244,17.7244
262,262,262,comrat,rapid_loan_<=75_000_mdl,25000,25000,36,28.0,39.7464,0.0,1157.09,floating,guarantor,0.0,63,married,school,rural,new,2022-11-25,female,agriculture,14296.01,micro,,,,,,,,,,,,,,,1,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2,17.2
263,263,263,soroca,rapid_loan_75_001_150000_mdl,90000,90000,18,22.0,37.5708,0.0,6384.83,floating,guarantor,0.0,32,single,higher,urban,new,2022-08-16,male,services,0,micro,2.0,29419.0,415596.0,20467,6831,31,,,,,2.0,84,0,,1,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545,17.545
264,264,264,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,18,20.0,33.6756,0.0,6288.63,fixed,guarantor,0.0,59,married,higher,urban,new,2019-10-18,female,services,0,micro,,,,,,,,,,,,,,,1,17.268,17.268,17.268,17.268,17.268,17.268,17.268,17.268,17.268,17.268,17.268,17.268,17.268
265,265,265,edinet,rapid_loan_<=75_000_mdl,25000,25000,24,25.0,38.4756,0.0,1456.36,fixed,guarantor,0.0,30,single,school,rural,new,2019-01-28,male,agriculture,0,micro,4.0,97467.0,214750.0,95900,4963,62,,,,31+,1.0,94_luni,0,,1,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675,17.675
266,266,266,ungheni,rapid_loan_75_001_150000_mdl,100000,100000,24,25.0,36.4932,0.0,5730.94,fixed,guarantor,0.0,44,married,school,rural,new,2022-04-06,female,agriculture,0,micro,,,,,,,,,,,,,,,1,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785,18.3785
267,267,267,balti,rapid_loan_75_001_150000_mdl,35000,35000,24,20.0,35.6952,0.0,1928.72,fixed,guarantor,0.0,44,cohabitation,school,rural,repeated,2019-05-20,female,agriculture,0,micro,6.0,65780.82,144205.0,80520,5114,0.66,0.0,0.0,0.0,3,3.0,16,0,0.0,1,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95
268,268,268,soroca,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.2108,0.0,5606.96,fixed,guarantor,0.0,54,single,higher,urban,new,2018-05-10,female,other,0,micro,10.0,0.0,157440.0,133440,5600,0.5,,,,0,0.0,65_luni,nu,,1,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91
269,269,269,soroca,rapid_loan_75_001_150000_mdl,55000,55000,22,20.0,30.7776,0.0,9464.76,fixed,guarantor,0.0,47,single,school,rural,repeated,2021-03-12,female,agriculture,0,micro,13.0,99850.0,280830.0,135111,6991.41,62,,,,0,1.0,86,0,0.0,1,26.47,26.47,26.47,26.47,26.47,26.47,26.47,26.47,26.47,26.47,26.47,26.47,26.47
270,270,270,comrat,rapid_loan_75_001_150000_mdl,150000,150000,24,15.0,29.4048,0.0,8049.08,fixed,guarantor,0.0,38,married,higher,urban,new,2019-05-15,male,other,0,small,,,,,,,,,,,,,,,1,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63,3932.63
271,271,271,balti,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,34.5204,0.0,3373.58,fixed,guarantor,0.0,44,married,school,rural,new,2020-03-18,female,agriculture,0,micro,10.0,143077.0,234500.0,125244,8707,0.83,0.0,0.0,0.0,5,3.0,30,0,0.0,1,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5,-396.5
272,272,272,comrat,rapid_loan_<=75_000_mdl,30000,30000,24,24.0,37.9404,0.0,1739.33,fixed,guarantor,0.0,33,married,post_secondary,rural,repeated,2019-08-23,male,agriculture,0,micro,,,,,,,,,,,,,,,1,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83
273,273,273,edinet,rapid_loan_<=75_000_mdl,45000,45000,24,25.0,39.1272,0.0,2636.63,fixed,guarantor,0.0,32,single,school,rural,new,2019-10-03,male,agriculture,0,micro,3.0,94600.0,214900.0,103214,5880,0.68,,,,31+,1.0,63_luni,0,0.0,1,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29
274,274,274,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,12,22.0,41.388,0.0,9956.26,floating,collateral,100000.0,38,married,higher,urban,new,2022-06-22,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727,17.6727
275,275,275,balti,rapid_loan_75_001_150000_mdl,60000,60000,18,20.0,32.472,0.0,4152.69,fixed,guarantor,0.0,48,married,school,urban,new,2020-07-02,female,commerce,0,micro,10.0,81700.0,836108.0,18265,11518,0.77,,,,2,2.0,48,0,0.0,1,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844,16.3844
276,276,276,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,35.1504,0.0,3392.84,fixed,guarantor,0.0,40,married,higher,urban,repeated,2022-05-04,male,commerce,0,micro,,,,,,,,,,,,,,,1,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405,19.1405
277,277,277,chisinau_parteneri,rapid_loan_75_001_150000_mdl,100000,100000,24,25.0,39.138,0.0,5859.75,fixed,guarantor,0.0,40,married,school,urban,new,2021-06-21,female,services,0,micro,,,,,,,,,,,,,,,1,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2,10376.2
278,278,278,soroca,rapid_loan_75_001_150000_mdl,65000,65000,36,25.0,36.72,0.0,2898.22,floating,guarantor,0.0,55,single,school,urban,new,2022-06-16,male,services,0,micro,10.0,105775.0,403200.0,137568,6038,53,,,,0,6.0,22,0,0.0,1,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
279,279,279,balti,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,37.5948,0.0,1751.96,fixed,guarantor,0.0,47,married,school,urban,new,2018-04-20,male,commerce,0,micro,10.0,115244.0,1800000.0,222000,9447,0.51,0.0,0.0,0.0,6,3.0,53,0,0.0,1,326.97,326.97,326.97,326.97,326.97,326.97,326.97,326.97,326.97,326.97,326.97,326.97,326.97
280,280,280,balti,rapid_loan_75_001_150000_mdl,40000,40000,24,20.0,34.8948,0.0,2256.66,fixed,guarantor,0.0,47,married,school,urban,repeated,2018-12-27,male,services,0,micro,10.0,208114.81,1920000.0,255000,14625,0.69,0.0,0.0,0.0,8,6.0,61,0,0.0,1,31.83,31.83,31.83,31.83,31.83,31.83,31.83,31.83,31.83,31.83,31.83,31.83,31.83
281,281,281,balti,rapid_loan_75_001_150000_mdl,63000,63000,24,21.0,35.0556,0.0,3559.42,fixed,guarantor,0.0,43,married,lyceum,rural,new,2022-07-05,male,agriculture,0,micro,6.0,0.0,433300.0,182055,3600,0.24,0.0,0.0,0.0,12,0.0,70,0,0.0,1,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
282,282,282,balti,rapid_loan_<=75_000_mdl,10000,10000,12,25.0,44.6592,0.0,1011.69,fixed,guarantor,0.0,45,divorced,school,urban,repeated,2021-03-26,female,services,0,micro,13.0,0.0,453600.0,105360,1004,0.11,,,,1,0.0,54,0,0.0,1,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3,34.3
283,283,283,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,80000,80000,18,10.0,12.8352,0.0,4811.47,fixed,guarantor,0.0,30,married,higher,urban,new,2018-07-05,female,services,0,micro,,,,,,,,,,,,,,,1,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02,-458.02
284,284,284,soroca,rapid_loan_75_001_150000_mdl,55000,55000,12,20.0,37.5864,0.0,5374.19,fixed,guarantor,0.0,32,married,higher,rural,new,2020-11-16,male,agriculture,0,micro,10.0,134881.0,1123992.0,417492,15275,44,,,,6,1.0,8,0,,1,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35,3578.35
285,285,285,soroca,rapid_loan_75_001_150000_mdl,53000,53000,24,25.0,34.884,0.0,2993.78,fixed,guarantor,0.0,44,single,school,rural,new,2021-11-05,male,services,0,micro,5.0,34152.32,252000.0,89550,2970,40,,,,0,1.0,10,0,0.0,1,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0,-352.0
286,286,286,soroca,rapid_loan_<=75_000_mdl,30000,30000,36,27.0,38.352,0.0,1366.07,floating,no_collateral,0.0,47,single,school,rural,repeated,2024-03-14,male,services,27363.29,micro,7.0,43688.1,336000.0,95748,3349,42,,,,0,1.0,28,0,0.0,1,19.045,19.045,19.045,19.045,19.045,19.045,19.045,19.045,19.045,19.045,19.045,19.045,19.045
287,287,287,drochia,rapid_loan_75_001_150000_mdl,90000,90000,36,20.0,32.0628,0.0,3785.71,fixed,guarantor,0.0,45,divorced,higher,urban,repeated,2021-05-28,female,commerce,0,micro,14.0,17623.0,942660.0,122628,6024,59,,,,53,1.0,125,0,,1,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12
288,288,288,balti,rapid_loan_75_001_150000_mdl,68000,68000,36,25.0,37.0536,5.0,5302.25,floating,guarantor,0.0,53,married,school,rural,repeated,2023-08-07,male,agriculture,58991.88,micro,21.0,107766.41,813000.0,230000,11521.16,0.6,,,,65,2.0,44,0,0.0,0,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914,17.914
289,289,289,edinet,rapid_loan_75_001_150000_mdl,100000,100000,22,20.0,30.3156,5.0,16728.75,fixed,guarantor,0.0,58,single,post_secondary,rural,new,2020-08-10,female,agriculture,0,micro,2.0,6640.0,246000.0,125120,6708,0.64,,,,31+,1.0,22_luni,0,0.0,0,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655
290,290,290,comrat,rapid_loan_<=75_000_mdl,11000,11000,12,25.0,43.2744,0.0,1093.39,fixed,guarantor,0.0,55,married,lyceum,rural,new,2019-01-30,female,other,0,micro,,,,,,,,,,,,,,,1,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96,18.96
291,291,291,chisinau_str._puskin,rapid_loan_<=75_000_mdl,40000,40000,6,25.0,48.4068,0.0,7371.55,fixed,guarantor,0.0,26,single,post_secondary,urban,new,2019-11-18,male,services,0,micro,,,,,,,,,,,,,,,1,17.39,17.39,17.39,17.39,17.39,17.39,17.39,17.39,17.39,17.39,17.39,17.39,17.39
292,292,292,balti,rapid_loan_75_001_150000_mdl,70000,70000,36,20.0,32.7924,0.0,2971.89,fixed,mixt,70200.0,40,married,post_secondary,rural,repeated,2019-08-14,male,services,0,micro,9.0,177246.0,292368.0,244296,11927,0.59,0.0,0.0,0.0,28,4.0,55,0,0.0,1,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823,16.8823
293,293,293,soroca,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,29.7312,0.0,4652.37,fixed,guarantor,0.0,49,married,school,rural,new,2018-07-24,male,agriculture,0,micro,15.0,0.0,155250.0,82800,4655,67,,,,0,0.0,25,0,,1,17.494,17.494,17.494,17.494,17.494,17.494,17.494,17.494,17.494,17.494,17.494,17.494,17.494
294,294,294,cahul,rapid_loan_75_001_150000_mdl,26000,26000,21,27.0,38.4216,8.0,4710.85,floating,guarantor,0.0,38,married,post_secondary,rural,repeated,2023-05-05,male,agriculture,0,micro,10.0,435610.0,979800.0,595485,39655,0.8,,,-14998.0,0,5.0,60,0,1101100.0,1,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799,18.0799
295,295,295,soroca,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.248,0.0,5608.86,fixed,guarantor,0.0,29,single,higher,rural,new,2019-05-14,male,other,0,micro,,,,,,,,,,,,,0,,1,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288,16.8288
296,296,296,balti,rapid_loan_75_001_150000_mdl,70000,70000,36,24.0,33.7716,0.0,3015.58,floating,guarantor,0.0,63,married,higher,rural,new,2022-01-20,female,commerce,0,micro,5.0,48401.0,405000.0,70452,2930,0.5,0.0,0.0,0.0,3,0.0,56,0,0.0,1,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16,17.16
297,297,297,balti,rapid_loan_75_001_150000_mdl,125000,125000,29,18.0,31.7988,7.0,11502.33,floating,guarantor,0.0,39,married,lyceum,rural,new,2024-06-04,male,agriculture,125000,small,15.0,310521.6,713140.0,456113,25695,0.68,,,,5,4.0,78,1,0.0,1,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254,17.1254
298,298,298,balti,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,39.3624,0.0,2935.71,fixed,guarantor,0.0,44,married,school,rural,new,2019-07-29,female,agriculture,0,micro,5.0,0.0,132200.0,97770,2930,0.36,,,,0,0.0,0,0,0.0,1,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78
299,299,299,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,20.0,32.1012,0.0,4208.46,fixed,guarantor,0.0,45,married,school,rural,repeated,2021-04-13,female,agriculture,0,micro,7.0,63179.47,232500.0,120600,6188.08,0.62,,,,0,2.0,21,0,0.0,1,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305,19.1305
300,300,300,balti,rapid_loan_75_001_150000_mdl,40000,40000,24,23.0,36.5952,0.0,2291.43,floating,guarantor,0.0,48,married,school,rural,repeated,2024-03-29,female,agriculture,35715.33,micro,10.0,138695.34,621800.0,296370,11605,0.47,,,,11,3.0,56,0,297144.54,1,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605,19.1605
301,301,301,ungheni,rapid_loan_<=75_000_mdl,30000,30000,22,30.0,38.7108,0.0,5606.25,floating,guarantor,0.0,42,married,school,rural,new,2023-03-22,female,agriculture,0,micro,8.0,218067.0,269088.0,132840,8165,74,,,,1,3.0,2,0,8.0,1,16.722,16.722,16.722,16.722,16.722,16.722,16.722,16.722,16.722,16.722,16.722,16.722,16.722
302,302,302,causeni,rapid_loan_<=75_000_mdl,50000,50000,36,20.0,33.1668,0.0,2132.88,floating,guarantor,0.0,38,married,post_secondary,rural,new,2023-11-08,female,agriculture,42785.48,micro,5.0,83443.0,270750.0,197050,7572,46,,,,0,3.0,79,0,401225.0,1,18.111,18.111,18.111,18.111,18.111,18.111,18.111,18.111,18.111,18.111,18.111,18.111,18.111
303,303,303,soroca,rapid_loan_75_001_150000_mdl,100000,100000,36,25.0,33.3576,0.0,4298.03,floating,guarantor,0.0,44,married,school,rural,new,2022-01-25,female,agriculture,22597.91,micro,2.0,173510.0,96000.0,131114,6512,60,,,,0,4.0,59,0,0.0,0,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62
304,304,304,soroca,rapid_loan_<=75_000_mdl,30000,30000,7,25.0,47.0712,0.0,4809.56,fixed,guarantor,0.0,50,married,school,rural,new,2019-05-20,male,agriculture,0,micro,8.0,0.0,133800.0,63372,2805,53,,,,0,0.0,0,0,,1,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62,16.62
305,305,305,soroca,rapid_loan_75_001_150000_mdl,100000,100000,36,20.0,32.688,0.0,4239.94,fixed,guarantor,0.0,47,married,school,rural,new,2018-07-17,female,agriculture,0,micro,17.0,77313.0,162500.0,92110,4242,55,,,,0,4.0,0,0,,1,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655,17.2655
306,306,306,chisinau_str._puskin,rapid_loan_<=75_000_mdl,25000,25000,12,25.0,41.7828,0.0,2493.9,fixed,guarantor,0.0,30,single,higher,rural,new,2018-09-11,male,commerce,0,micro,,,,,,,,,,,,,,,1,16.826,16.826,16.826,16.826,16.826,16.826,16.826,16.826,16.826,16.826,16.826,16.826,16.826
307,307,307,comrat,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.5648,0.0,3937.46,fixed,guarantor,0.0,35,married,higher,urban,new,2019-07-09,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272,17.4272
308,308,308,ungheni,rapid_loan_75_001_150000_mdl,55000,55000,24,22.0,35.3736,0.0,3116.36,fixed,guarantor,0.0,52,married,school,rural,new,2022-06-22,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402,17.3402
309,309,309,edinet,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,36.2904,0.0,2052.95,fixed,guarantor,0.0,35,married,lyceum,rural,new,2019-12-31,female,agriculture,0,micro,1.0,17745.3,97300.0,35819,3237,0.69,,,,0,0.0,0_luni,0,0.0,0,17.635,17.635,17.635,17.635,17.635,17.635,17.635,17.635,17.635,17.635,17.635,17.635,17.635
310,310,310,balti,rapid_loan_<=75_000_mdl,21000,21000,24,25.0,38.5968,0.0,1224.67,fixed,guarantor,0.0,48,divorced,higher,rural,repeated,2019-09-27,male,agriculture,0,micro,,,,,,,,,,,,,,,1,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205,18.2205
311,311,311,soroca,rapid_loan_75_001_150000_mdl,80000,80000,20,25.0,36.5616,0.0,13810.5,floating,guarantor,0.0,39,married,lyceum,rural,new,2023-05-17,male,agriculture,0,micro,10.0,397555.0,2043180.0,557000,21468,56,,,,0,2.0,134,0,,1,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02,19.02
312,312,312,soroca,rapid_loan_75_001_150000_mdl,90000,90000,35,23.0,35.9364,0.0,12114.89,floating,guarantor,0.0,40,married,lyceum,rural,repeated,2024-02-15,male,agriculture,0,micro,10.0,477555.0,2043180.0,557000,"29694,5",64,,,,0,3.0,138,0,,1,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02,18.02
313,313,313,balti,rapid_loan_75_001_150000_mdl,50000,50000,24,19.0,33.4152,0.0,2783.35,fixed,guarantor,0.0,44,married,school,urban,repeated,2019-05-17,female,commerce,0,micro,,,,,,,,,,,,,,,1,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562,18.6562
314,314,314,balti,rapid_loan_75_001_150000_mdl,120000,120000,36,25.0,37.9956,0.0,5453.97,floating,guarantor,0.0,33,married,school,rural,repeated,2023-07-07,male,agriculture,94838.77,small,4.0,10154.0,137275.0,87802,5462.083333333333,0.75,0.0,0.0,0.0,0,1.0,21,0,0.0,1,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95
315,315,315,balti,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,34.4244,0.0,3370.67,fixed,guarantor,0.0,34,married,school,urban,new,2020-06-30,male,services,0,micro,5.0,16066.0,480000.0,67800,3400,0.6,,,,16,1.0,32,0,0.0,1,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948,16.8948
316,316,316,drochia,rapid_loan_75_001_150000_mdl,55000,55000,24,20.0,34.2816,0.0,3085.79,fixed,guarantor,0.0,63,married,school,rural,repeated,2020-11-20,male,agriculture,0,micro,10.0,61023.0,177600.0,62616,3092,59,,,,0,4.0,60,0,,1,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84
317,317,317,drochia,rapid_loan_75_001_150000_mdl,80000,80000,36,25.0,35.3568,0.0,3511.23,floating,guarantor,0.0,44,cohabitation,school,rural,new,2022-04-20,male,agriculture,45971.26,micro,7.0,97678.0,109500.0,83688,4662,67,,,,0,10.0,21,1,,0,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864
318,318,318,comrat,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,38.9688,0.0,1755.3,fixed,guarantor,0.0,34,married,lyceum,rural,new,2020-06-23,male,agriculture,0,micro,,,,,,,,,,,,,,,1,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
319,319,319,comrat,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,37.9668,0.0,1159.83,fixed,guarantor,0.0,43,married,post_secondary,urban,new,2018-08-30,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655,17.0655
320,320,320,causeni,rapid_loan_<=75_000_mdl,37000,37000,5,27.0,45.1728,2.0,13791.27,floating,guarantor,0.0,48,married,lyceum,rural,repeated,2023-07-21,male,agriculture,0,micro,20.0,311759.0,305061.0,281061,16791,72,,,-68342.0,0,3.0,70,0,0.0,1,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295,17.7295
